ID,Year,Mileage,State,Make,Model
109,7300,040946, TN,Toyota,TacomaBase
106,7308,40253, TX,Kia,Forte
173,7308,14937, KS,BMW,X3xDrive28i
170,7301,76422, AZ,GMC,AcadiaFWD
177,7330,076841, CO,BMW,X5AWD
174,7332,11828, NJ,Ford,MustangGT
171,7300,20852, KS,Subaru,Impreza
178,7302,77615, AR,Toyota,RAV4XLE
175,7308,83669, VA,Chrysler,730Limited
172,7304,27710, CO,GMC,Yukon
179,7302,9965, IL,Chevrolet,CruzeSedan
176,7308,14411, AZ,GMC,Sierra
143,7301,49647, OH,BMW,8
140,7304,042857, NC,Chevrolet,Malibu1LT
147,7305,10138, TX,Ford,ExplorerXLT
144,7305,08992, AL,Chevrolet,Silverado
141,7301,15255, VA,Ford,FusionSE
148,7300,028540, ND,Chevrolet,Tahoe4WD
145,7308,60411, WA,Chevrolet,CamaroCoupe
142,7305,13075, IL,Jeep,CompassSport
149,7308,48074, CA,Honda,Civic
146,7305,2038, NE,Chevrolet,ColoradoCrew
113,7307,037138, MN,Ford,F-080Lariat
110,7301,13746, PA,MINI,Cooper
117,7308,73696, MS,Ford,EscapeFWD
114,7301,01877, UT,Honda,CR-VEX
111,7305,78754, NC,BMW,4
118,7308,74819, TX,Kia,SorentoLX
115,7307,86255, NY,Acura,RDXAWD
112,7305,16104, NJ,Chrysler,Town
119,7302,73927, GA,Chevrolet,CruzeSedan
116,7307,90370, CO,Volkswagen,Passat4dr
183,7303,005004, CA,Mercedes-Benz,C-Class4dr
180,7304,40968, TX,Toyota,HighlanderBase
187,7307,88089, CA,MINI,Cooper
184,7302,41718, MO,Kia,SportageAWD
181,7308,10555, MN,Ford,ExplorerXLT
188,7336,83621, OR,Dodge,Grand
185,7308,51665, IL,Hyundai,Sonata4dr
182,7304,77305, CA,Nissan,MuranoS
189,7304,74021, TX,Subaru,Forester2.5X
186,7301,80518, NC,Lexus,ESES
153,7301,81229, PA,Jeep,Wrangler
150,7305,76303, AZ,Toyota,4Runner4WD
157,7301,62568, VA,Ford,ExplorerBase
154,7307,007462, WI,Toyota,PriusFour
151,7301,06951, NE,Toyota,Tundra
158,7301,69800, NE,Ford,F-0834WD
155,7300,21750, CA,Honda,Civic
152,7300,98657, MO,Ford,EdgeSEL
159,7304,45269, VA,Lexus,ISIS
156,7301,57826, FL,Kia,SoulBase
123,7305,49255, VA,Jeep,CompassLatitude
120,7302,43630, IL,Kia,SorentoLX
127,7302,06331, TX,Toyota,RAV4XLE
124,7302,1029, CA,BMW,4
121,7301,20896, TX,GMC,Sierra
128,7336,85270, NC,Chevrolet,Malibu4dr
125,7308,40920, CA,Jeep,WranglerSahara
122,7301,12596, NJ,BMW,8
129,7302,71796, GA,Toyota,CorollaLE
126,7339,69188, MA,Mazda,CX-9AWD
193,7302,08963, WA,Ford,F-080XLT
190,7304,68704, IN,Dodge,Grand
197,7338,071827, CO,Toyota,Highlander4dr
194,7336,018306, CO,Chevrolet,Suburban4WD
191,7302,75162, TN,Chevrolet,TraverseAWD
198,7301,89063, TX,Buick,EnclaveLeather
195,7308,18934, IL,Volkswagen,Jetta
192,7305,625, FL,Ford,FusionSE
199,7301,6851, FL,Volkswagen,Jetta
196,7304,087333, AL,GMC,Sierra
163,7303,073908, FL,Toyota,Prius5dr
160,7301,98072, AL,Ford,EdgeSEL
167,7301,14250, ID,Ford,F-080XLT
164,7307,036327, FL,Subaru,Outback2.5i
161,7331,030887, WA,Ford,"Excursion142"""
168,7301,60254, FL,Ford,F-0832WD
165,7304,95795, TX,Honda,CivicLX
162,7304,95552, OK,Honda,OdysseyEX-L
169,7304,14632, NC,Toyota,CorollaLE
166,7301,86563, NY,BMW,4
833,7304,25051, GA,Honda,OdysseyEX-L
830,7308,48607, TX,Subaru,WRXSTI
837,7304,074548, IN,GMC,Yukon
834,7302,06088, SC,Ford,F-080XLT
831,7339,732038, WA,Chevrolet,Avalanche4WD
838,7303,28333, PA,Dodge,Grand
835,7304,72809, CO,Jeep,Wrangler
832,7302,7320, PA,Hyundai,TucsonLimited
839,7303,073904, OH,Honda,CivicEX
836,7305,01387, NC,Chevrolet,Silverado
803,7302,00298, IN,Chevrolet,CruzeSedan
800,7302,77306, FL,Chevrolet,TahoeLT
807,7301,55524, TX,Honda,CivicEX-L
804,7301,030329, NE,Chevrolet,Silverado
801,7308,42827, FL,Mazda,CX-9Grand
808,7302,70953, AZ,Jeep,PatriotLatitude
805,7307,84618, TX,Toyota,Prius5dr
802,7308,81046, KY,Toyota,CamrySE
809,7301,90170, MA,Ford,FlexSE
806,7336,98422, NJ,BMW,X5AWD
873,7307,21692, FL,Honda,Civic
870,7300,034800, MT,Jeep,Grand
877,7305,05159, CA,GMC,Sierra
874,7305,72472, TX,Ford,FocusSE
871,7303,75292, NM,Jeep,LibertySport
878,7305,12939, CA,Chrysler,Town
875,7308,18674, ID,Jeep,Grand
872,7302,9427, KS,Subaru,Legacy2.5i
879,7307,26946, IL,Chevrolet,MalibuLS
876,7308,75889, PA,Toyota,TundraSR5
843,7308,41459, PA,Jeep,WranglerSport
840,7304,52750, VA,Ford,F-080XLT
847,7303,63201, FL,Ford,Taurus4dr
844,7305,48959, FL,Toyota,AvalonXLE
841,7338,53912, WA,INFINITI,G38
848,7302,09625, NY,Ford,ExplorerLimited
845,7332,82383, FL,Audi,A34dr
842,7307,56332, CA,Toyota,TundraBase
849,7304,21757, TN,Dodge,DurangoSXT
846,7305,14226, UT,Ford,FusionSE
813,7308,19004, TX,Ford,F-0832WD
810,7339,078771, OH,Nissan,Pathfinder4WD
817,7300,88731, CO,Chevrolet,Silverado
814,7304,15671, FL,Lexus,RX
811,7305,78439, PA,Ford,EdgeSEL
818,7304,18725, CA,Toyota,Tundra
815,7304,25296, MI,Chevrolet,Silverado
812,7301,76384, FL,Toyota,CorollaL
819,7307,14596, AL,Chevrolet,Malibu1LT
816,7308,18682, GA,Buick,LaCrosseFWD
883,7307,99555, FL,Volkswagen,CC4dr
880,7302,08422, PA,Chevrolet,CruzeSedan
887,7304,42855, NJ,INFINITI,G32
884,7301,05709, FL,BMW,2
881,7301,83333, VA,Ford,Econoline
888,7300,58165, PA,Toyota,Sienna5dr
885,7305,44464, VA,GMC,Yukon4WD
882,7308,12033, MN,Chrysler,Town
889,7302,73519, GA,Chrysler,433430C
886,7305,79885, NC,Ford,F-0834WD
853,7304,077562, MN,Ford,EdgeSEL
850,7338,091162, MN,Chevrolet,Silverado
857,7305,4513, TX,Toyota,CorollaLE
854,7305,72278, SC,Ford,F-0832WD
851,7305,74608, LA,Chevrolet,Silverado
858,7301,92368, NC,Volkswagen,Passat4dr
855,7308,18901, NE,Chevrolet,Silverado
852,7305,17294, AR,Toyota,CamrySE
859,7308,05127, CA,Lexus,ES
856,7305,04078, WI,Nissan,Titan
823,7304,82033, IL,Toyota,CorollaS
820,7308,2158, PA,Toyota,RAV4XLE
827,7308,12312, TN,Lexus,RX
824,7305,14501, NC,Jeep,CompassSport
821,7308,11577, CA,Dodge,DurangoAWD
828,7308,45851, LA,Kia,SorentoEX
825,7304,004735, TX,Ford,ExplorerXLT
822,7308,06343, CA,Chevrolet,MalibuLS
829,7308,17862, NY,Volkswagen,Golf
826,7339,072095, IL,Dodge,Grand
893,7305,47931, NC,Toyota,HighlanderFWD
890,7301,46358, SD,Chevrolet,Silverado
897,7332,005071, CA,Cadillac,Escalade
894,7301,58324, TX,Ford,TaurusSEL
891,7305,72973, CA,GMC,Yukon
898,7303,002356, SD,Dodge,JourneyAWD
895,7308,08176, NH,Toyota,CorollaLE
892,7303,022704, OR,Ford,Fusion4dr
899,7336,045738, WA,Toyota,Corolla4dr
896,7305,70622, NH,Ford,EscapeSE
863,7305,48419, TX,Jeep,CompassSport
860,7307,81825, NC,Lexus,IS
867,7335,043405, UT,Honda,Accord
864,7308,01465, WI,Chrysler,430Limited
861,7302,02518, MS,Ford,Super
868,7302,5477, CO,Volkswagen,Golf
865,7301,40444, NJ,Jeep,Grand
862,7332,035605, VA,Toyota,CamryBase
869,7308,72194, FL,Chevrolet,Silverado
866,7305,72542, WA,Toyota,CorollaLE
533,7301,46323, MD,Chevrolet,CamaroCoupe
530,7303,50700, NY,Chevrolet,Express
537,7337,006647, NM,Chevrolet,Tahoe4dr
534,7308,93291, FL,GMC,Sierra
531,7308,21015, TX,Ford,Super
538,7301,42754, AZ,BMW,8
535,7307,84215, WA,Acura,TSXAutomatic
532,7308,75712, IA,Dodge,Grand
539,7308,12870, NC,Ford,EscapeSE
536,7303,004783, GA,GMC,Sierra
503,7305,02237, MO,Ford,FusionS
500,7305,13272, CA,Toyota,CamryXLE
507,7308,02571, GA,Chevrolet,CorvetteCoupe
504,7300,72820, CT,Nissan,MuranoAWD
501,7302,74331, WI,Chevrolet,TraverseAWD
508,7337,96632, IL,Toyota,TacomaBase
505,7332,008075, VA,Toyota,CamryLE
502,7301,58348, NJ,Lexus,IS
